PERMITNUMBER,PERMITTYPE,PERMITSUBTYPE,ISSUED,DESCRIPTION,SITE_ADDR,CONTRACTOR_NAME,STATUS
DIS19-02226,HURRICANE MICHAEL,ELECTRICAL,43487,Service Repair,637 HWY 2297,JERRY PYBUS ELECTRIC INC,FINALED
DIS19-02227,HURRICANE MICHAEL,INTERIOR,43487,withdrawn by owner,3640 COURTNEY DR,"SUNSOUTH BUILDERS, LLC",WITHDRAWN
DIS19-02228,HURRICANE MICHAEL,ROOF,43487,withdrawn by owner,3640 COURTNEY DR,"SUNSOUTH BUILDERS, LLC",WITHDRAWN
DIS19-02229,HURRICANE MICHAEL,ROOF,43487,Residential Hurricane Repairs,2608 MAGNOLIA POINT CIR,C & C CONSTRUCTION OF NORTHWES...,ISSUED
DIS19-02230,HURRICANE MICHAEL,ROOF,43487,Reroof after storm damage,4519 BROOK FOREST DR,COASTAL ROOFING - ROBIN ENTERP...,FINALED
DIS19-02231,HURRICANE MICHAEL,ROOF,43487,Residential Hurricane Repairs,189 DERBY WOODS DR,C & C CONSTRUCTION OF NORTHWES...,ISSUED
DIS19-02232,HURRICANE MICHAEL,ROOF,43487,Residential Hurricane Repairs,310 34TH CT W,C & C CONSTRUCTION OF NORTHWES...,FINALED
DIS19-02233,HURRICANE MICHAEL,INTERIOR,43487,RES INTERIOR REPAIRS,225 NORTH BAY CT,APEX DISASTER SPECIALISTS,FINALED
DIS19-02234,HURRICANE MICHAEL,ROOF,43487,REROOF,7301 BAY CREST RD,STEEL STANDING LLC,ISSUED
DIS19-02235,HURRICANE MICHAEL,ELECTRICAL,43487,Temp pole for camper,9232 HUBBARD RD,JERRY PYBUS ELECTRIC INC,FINALED
DIS19-02236,HURRICANE MICHAEL,ROOF,43482,BLDG 5 HurricaneRepairs,6903 NORTH LAGOON DR,"GLOBAL ROOFING, LLC.",FINALED
DIS19-02237,HURRICANE MICHAEL,ROOF,43482,BLDG 6 HurricaneRepairs,6903 NORTH LAGOON DR,"GLOBAL ROOFING, LLC.",FINALED
DIS19-02238,HURRICANE MICHAEL,ROOF,43482,BLDG 7 HurricaneRepairs,6903 NORTH LAGOON DR,"GLOBAL ROOFING, LLC.",FINALED
DIS19-02239,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,6409 WILDWOOD CT,"ECO ROOF AND SOLAR, INC.",FINALED
DIS19-02240,HURRICANE MICHAEL,ROOF,43487,REROOF,5010 MERRITT BROWN WAY,STEEL STANDING LLC,FINALED
DIS19-02241,HURRICANE MICHAEL,INTERIOR,43487,RES INTERIOR REPAIRS,913 COBIA DR,APEX DISASTER SPECIALISTS,ISSUED
DIS19-02242,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,4125 WOOD ST,STERLING CONSTRUCTION CONTRACT...,FINALED
DIS19-02243,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,2812 JAMEDON DR,BAKER ROOFING INC,FINALED
DIS19-02244,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,711 PIERSON DR,EVEREST ROOFING LLC,ISSUED
DIS19-02245,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,136 RUSTY GANS DR,EVEREST ROOFING LLC,FINALED
DIS19-02246,HURRICANE MICHAEL,EXTERIOR,43487,RES. CARPORT REPAIRS,8821 SILVERLEAF AVE,DC ROOFING INC.,FINALED
DIS19-02247,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACE FOR SHED,8821 SILVERLEAF AVE,DC ROOFING INC.,FINALED
DIS19-02248,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,4425 MISTY LN,"ASSURANCE RESIDENTIAL, INC.",ISSUED
DIS19-02249,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACEMENT,2614 HWY 2321,DC ROOFING INC.,ISSUED
DIS19-02250,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACEMENT,3703 WILD TURKEY LN,1ST CHOICE HOME IMPROVEMENTS I...,FINALED
DIS19-02251,HURRICANE MICHAEL,ROOF,43487,Roofover after storm damage,8508 HOLLAND RD S,ABOVE ALL CONSTRUCTION AND REM...,ISSUED
DIS19-02252,HURRICANE MICHAEL,ROOF,43487,REROOF,1631 JAMES AVE,MAIN STREET CONSTRUCTION SERVI...,ISSUED
DIS19-02253,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACEMENT,8402 LORENTO ST,1ST CHOICE HOME IMPROVEMENTS I...,FINALED
DIS19-02254,HURRICANE MICHAEL,INTERIOR,43487,Repairs to interior and exteri...,2036 9TH ST E,ABOVE ALL(CGC) CONST AND REMOD...,FINALED
DIS19-02255,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACEMENT,10831 SUNFLOWER LN,1ST CHOICE HOME IMPROVEMENTS I...,FINALED
DIS19-02256,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACEMENT,4936 HOLLY AVE,1ST CHOICE HOME IMPROVEMENTS I...,FINALED
DIS19-02257,HURRICANE MICHAEL,ROOF,43487,Reroof after storm,2036 9TH ST E,ABOVE ALL(CGC) CONST AND REMOD...,FINALED
DIS19-02258,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACEMENT,12038 LINGERLONGER RD,1ST CHOICE HOME IMPROVEMENTS I...,FINALED
DIS19-02259,HURRICANE MICHAEL,ELECTRICAL,43487,Electrical repairs from storm ...,2036 9TH ST E,ABOVE ALL(CGC) CONST AND REMOD...,FINALED
DIS19-02260,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,2328 PELICAN BAY CT,"DLM CONTRACTORS, INC.",FINALED
DIS19-02261,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,2334 PELICAN BAY CT,"DLM CONTRACTORS, INC.",FINALED
DIS19-02262,HURRICANE MICHAEL,ELECTRICAL,43487,Service change from storm dama...,2918 15TH CT E,ABOVE ALL CONSTRUCTION AND REM...,ISSUED
DIS19-02263,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,2332 PELICAN BAY CT,"DLM CONTRACTORS, INC.",FINALED
DIS19-02264,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,2330 PELICAN BAY CT,"DLM CONTRACTORS, INC.",FINALED
DIS19-02265,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,2336 PELICAN BAY CT,"DLM CONTRACTORS, INC.",FINALED
DIS19-02266,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,2338 PELICAN BAY CT,"DLM CONTRACTORS, INC.",FINALED
DIS19-02267,HURRICANE MICHAEL,ROOF,43487,REROOF,2319 CLAREMONT DR,"RIDGELINE CONSTRUCTION HSV, IN...",FINALED
DIS19-02268,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 22 SQ,170 DERBY WOODS DR,CLYDE JOHNSON CONTRACTING & RO...,ISSUED
DIS19-02269,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 48SQ,7248 LAKELAND DR W,CLYDE JOHNSON CONTRACTING & RO...,FINALED
DIS19-02270,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 25 SQ,6807 SMITH RD,CLYDE JOHNSON CONTRACTING & RO...,ISSUED
DIS19-02271,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 33SQ,1907 OAKCREST LN,CLYDE JOHNSON CONTRACTING & RO...,FINALED
DIS19-02272,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 20SQ,6930 BAYOU GEORGE DR,CLYDE JOHNSON CONTRACTING & RO...,FINALED
DIS19-02273,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 23SQ,8212 WOODLEIGH RD,CLYDE JOHNSON CONTRACTING & RO...,FINALED
DIS19-02274,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 25SQ,13301 HWY 20 E,CLYDE JOHNSON CONTRACTING & RO...,FINALED
DIS19-02275,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 20SQ,10742 SOUTH FORK LP,CLYDE JOHNSON CONTRACTING & RO...,FINALED
DIS19-02276,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 51SQ,2827 LONGLEAF RD,CLYDE JOHNSON CONTRACTING & RO...,ISSUED
DIS19-02277,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 39 SQ,5215 WYMORE RD,CLYDE JOHNSON CONTRACTING & RO...,FINALED
DIS19-02278,HURRICANE MICHAEL,ROOF,43487,REROOF,1314 HARBOUR WAY,PONS CONSTRUCTION CO. INC.,FINALED
DIS19-02279,HURRICANE MICHAEL,ROOF,43487,REROOF,3730 ALVA THOMAS RD,PONS CONSTRUCTION CO. INC.,FINALED
DIS19-02280,HURRICANE MICHAEL,ROOF,43487,REROOF,3330 NAUTICAL DR,PONS CONSTRUCTION CO. INC.,FINALED
DIS19-02281,HURRICANE MICHAEL,ROOF,43487,REROOF,10131 HWY 2301,PONS CONSTRUCTION CO. INC.,FINALED
DIS19-02282,HURRICANE MICHAEL,ROOF,43487,REPLACEMENT ROOF 28SQ,8846 DOROTHY FARRIS RD,CLYDE JOHNSON CONTRACTING & RO...,ISSUED
DIS19-02283,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACEMENT,8200 SUNSET AVE,ROOF ARMY LLC,FINALED
DIS19-02284,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACEMENT,3158 WOOD VALLEY RD,ROOF ARMY LLC,FINALED
DIS19-02285,HURRICANE MICHAEL,DEMOLITION,43487,DEMO HOUSE,507 8TH ST E,OWNER BUILDER,ISSUED
DIS19-02286,HURRICANE MICHAEL,ROOF,43487,Commercial Hurricane Repairs,1816 THOMAS DR,H. E. ROBERTS ROOFING LLC,FINALED
DIS19-02287,HURRICANE MICHAEL,ROOF,43487,Residential Hurricane Repairs,2501 CEDAR LN N,H. E. ROBERTS ROOFING LLC,FINALED
DIS19-02288,HURRICANE MICHAEL,ROOF,43487,Residential Hurricane Repairs,7145 MELISSA ELAINE DR,H. E. ROBERTS ROOFING LLC,ISSUED
DIS19-02289,HURRICANE MICHAEL,ROOF,43487,Residential Hurricane Repairs,436 WAHOO RD,H. E. ROBERTS ROOFING LLC,ISSUED
DIS19-02290,HURRICANE MICHAEL,ROOF,43487,Residential Hurricane Repairs,307 BAYSHORE DR,H. E. ROBERTS ROOFING LLC,ISSUED
DIS19-02291,HURRICANE MICHAEL,ROOF,43487,REROOF,9321 HUBBARD RD,GIRE ROOFING SOUTH,ISSUED
DIS19-02292,HURRICANE MICHAEL,ROOF,43487,REROOF,5408 BLUE DOG RD,GIRE ROOFING SOUTH,ISSUED
DIS19-02293,HURRICANE MICHAEL,ROOF,43487,RES ROOF REPLACEMENT,317 34TH CT W,"COMMSTRUCT, LLC",FINALED
DIS19-02294,HURRICANE MICHAEL,INTERIOR,43487,INSULATION & DRYWALL,5540 ARNOLD RD,OWNER BUILDER,FINALED
DIS19-02295,HURRICANE MICHAEL,DEMOLITION,43487,RES DEMOLITION,135 QUEENS CIR,OWNER/BUILDER,ISSUED
DIS19-02296,HURRICANE MICHAEL,ROOF,43487,RE-ROOF 35SQ GABLE REPAIR,4601 BYLSMA CIR,MIKE FARRIS INC,FINALED
DIS19-02297,HURRICANE MICHAEL,ROOF,43487,REROOF - HURRICANE REPAIRS,1814 BOWMAN LN,PROCRAFT EXTERIORS INC.,FINALED
DIS19-02298,HURRICANE MICHAEL,ROOF,43515,Insulated Roof Panels,411 SNOOK LN,BRANNAN ALUMINUM INC,FINALED
DIS19-02299,HURRICANE MICHAEL,ROOF, ,Insulated Roof Panels,606 SEABREEZE DR,BRANNAN ALUMINUM INC,APPLIED
DIS19-02300,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 25 SQ,8202 GRAND BAY BLVD,Guyson (roofing) Construction ...,ISSUED
DIS19-02301,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 42 SQ,9701 RESOTA BEACH RD,Guyson (roofing) Construction ...,ISSUED
DIS19-02302,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 26 SQ,3023 HEADLAND AVE,Guyson (roofing) Construction ...,ISSUED
DIS19-02303,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 20 SQ,2928 SELMA AVE,Guyson (roofing) Construction ...,ISSUED
DIS19-02304,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 18 SQ,2904 SELMA AVE,Guyson (roofing) Construction ...,ISSUED
DIS19-02305,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 26 SQ,2435 34TH PL E,Guyson (roofing) Construction ...,ISSUED
DIS19-02306,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 34 SQ,9103 SUNSHINE DR,Guyson (roofing) Construction ...,FINALED
DIS19-02307,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 23SQ,5318 BEACH DR,SOUTHERN COMFORT BUILDERS INC,FINALED
DIS19-02308,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 23 SQ,5316 BEACH DR,SOUTHERN COMFORT BUILDERS INC,ISSUED
DIS19-02309,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 50 SQ,3233 NAUTICAL DR,SOUTHERN COMFORT BUILDERS INC,FINALED
DIS19-02310,HURRICANE MICHAEL,ELECTRICAL,43488,SERVICE REPAIR,5935 JARVIS DR,OWNER/BUILDER,FINALED
DIS19-02311,HURRICANE MICHAEL,ELECTRICAL,43488,SERV CHANGE HOTUB & RV OUTLETS,3909 RAY ST,CURRENT ELECTRICAL TECHNOLOGIE...,ISSUED
DIS19-02312,HURRICANE MICHAEL,ELECTRICAL,43488,SERVICE CHANGE - COMMERCIAL,4031 THOMAS DR,CURRENT ELECTRICAL TECHNOLOGIE...,WITHDRAWN
DIS19-02313,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 22SQ,6428 LAKE JOANNA CIR,"ART CONSTRUCTION  OF NW FL, LL...",FINALED
DIS19-02314,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 38 SQ,7616 GLEN COVE LN,"ART CONSTRUCTION  OF NW FL, LL...",FINALED
DIS19-02315,HURRICANE MICHAEL,ROOF,43488,REROOF,3010 HYDE AVE,PHOENIX ROOFING & CONSTRUCTION...,FINALED
DIS19-02316,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 49 SQ,4913 CHRISTY LN,"KINGS ROOFING, LLC",ISSUED
DIS19-02317,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 41 SQ,3705 CEDAR PARK DR DR,"KINGS ROOFING, LLC",ISSUED
DIS19-02318,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 45 SQ,317 RED CEDAR LN,"KINGS ROOFING, LLC",FINALED
DIS19-02319,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 26 SQ,305 34TH CT W,"KINGS ROOFING, LLC",ISSUED
DIS19-02320,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 28 SQ,5020 MERRITT BROWN DR,"KINGS ROOFING, LLC",FINALED
DIS19-02321,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 26 SQ,6411 BUCKINGHAM RD,"KINGS ROOFING, LLC",FINALED
DIS19-02322,HURRICANE MICHAEL,ROOF,43488,REROOOF- HURRICANE REPAIRS,7422 MARKET ST,OWNER BUILDER,FINALED
DIS19-02323,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 64 SQ,4509 MAINSAIL DR,"KINGS ROOFING, LLC",FINALED
DIS19-02324,HURRICANE MICHAEL,ROOF, ,REPLACEMENT ROOF 49 SQ,,"KINGS ROOFING, LLC",ISSUED
DIS19-02325,HURRICANE MICHAEL,ROOF,43488,Residential Hurricane Repairs,101 MILL WAY,A. MANOS SERVICES INCORPORATED,ISSUED
DIS19-02326,HURRICANE MICHAEL,ROOF,43488,Residential Hurricane Repairs,3716 HALEY LN,THE BRECKENRIDGE CONSTRUCTION ...,FINALED
DIS19-02327,HURRICANE MICHAEL,ROOF,43488,METAL ROOFOVER,3902 25TH ST W,OWNER BUILDER,FINALED
DIS19-02328,HURRICANE MICHAEL,DEMOLITION,43488,DEMO  HOUSE   900 sq ft,2813 11TH ST E,SACKETT CONSTRUCTION OF SW FL ...,ISSUED
DIS19-02329,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 36 SQ,620 AMBERJACK DR,BLACKSTONE CONSTRUCTION,ISSUED
DIS19-02330,HURRICANE MICHAEL,ROOF,43488,REROOF - HURRICANE REPAIRS,2422 KIRKWELL AVE,"BARRETT LLC, DBA BAYSIDE ROOFI...",FINALED
DIS19-02331,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 8 SQ,7429 BEACH DR,COY PEEL INC.,ISSUED
DIS19-02332,HURRICANE MICHAEL,ELECTRICAL,43488,PRE-INSPECTION FOR POWER,4619 CARLA LN,BRIGHT FUTURE ELECTRIC LLC,FINALED
DIS19-02333,HURRICANE MICHAEL,MECHANICAL,43488,MECH FOR RENOVATION,520 SHORELINE DR,Advantage  Refrigeration & Air...,FINALED
DIS19-02334,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 30SQ,7313 PITTSBURGH ST,OWNER/BUILDER,ISSUED
DIS19-02335,HURRICANE MICHAEL,ELECTRICAL,43488,HURRICANE - SERVICE REPAIR,8817 PARK AVE,OWNER BUILDER,FINALED
DIS19-02336,HURRICANE MICHAEL,ROOF,43488,Residential Replacement,3319 NAUTICAL DR,"ARTISAN CONSTRUCTION COMPANY, ...",FINALED
DIS19-02337,HURRICANE MICHAEL,ROOF,43488,REROOF,5914 5TH ST,INTEGRITY CONSTRUCTION OF CENT...,ISSUED
DIS19-02338,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 19SQ,3235 TOKEN RD,ENERGY CONSCIOUS DESIGN & CONS...,ISSUED
DIS19-02339,HURRICANE MICHAEL,ELECTRICAL,43488,SERVICE CHANGE 200 AMP,4735 EAST BAY DR,"PEADEN (EC) MECHANICAL, LLC",FINALED
DIS19-02340,HURRICANE MICHAEL,ROOF,43635,RES ROOF REPLACEMENT,5116 BEACH DR,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-02341,HURRICANE MICHAEL,ROOF,43488,Residential Hurricane Repairs,5929 JARVIS DR,STRYKER METAL ROOFING,FINALED
DIS19-02342,HURRICANE MICHAEL,ROOF,43494,RES ROOF REPLACEMENT,8415 LYDIA LN,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-02343,HURRICANE MICHAEL,ROOF,43494,RES ROOF REPLACEMENT,9336 STAUBER LN,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-02344,HURRICANE MICHAEL,ROOF,43488,Residential Hurricane Repairs,5411 MERRITT BROWN RD,STRYKER METAL ROOFING,FINALED
DIS19-02345,HURRICANE MICHAEL,ROOF,43494,RES ROOF REPLACEMENT,4740 BIGLEAF LN,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-02346,HURRICANE MICHAEL,ROOF,43488,RES ROOF REPLACEMENT,7623 HWY 231,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-02347,HURRICANE MICHAEL,ROOF,43488,Residential Hurricane Repairs,7210 SOUTH LAKE JOANNA DR,STRYKER METAL ROOFING,WITHDRAWN
DIS19-02348,HURRICANE MICHAEL,ROOF,43591,RES ROOF REPLACEMENT,187 MARLIN DR S,ROOFING & RECONSTRUCTION CONTR...,ISSUED
DIS19-02349,HURRICANE MICHAEL,MECHANICAL,43488,REPLACE A/C  UNIT,2501 PRETTY BAYOU ISLAND DR,Advantage  Refrigeration & Air...,ISSUED
DIS19-02350,HURRICANE MICHAEL,ROOF,43591,RES ROOF REPLACEMENT,2323 BRIARWOOD PL,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-02351,HURRICANE MICHAEL,ROOF,43494,RES ROOF REPLACEMENT,12316 HAMILTON RD,ROOFING & RECONSTRUCTION CONTR...,FINALED
DIS19-02352,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 15SQ,228 SCOOTER DR,OWNER/BUILDER,FINALED
DIS19-02353,HURRICANE MICHAEL,ROOF,43488,RES ROOF REPLACEMENT,7244 LAKE SUZZANNE WAY,STAY DRY EXTERIORS,ISSUED
DIS19-02354,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 36SQ,6935 COE RD,CANNADAY ROOFING INC,FINALED
DIS19-02355,HURRICANE MICHAEL,ROOF,43488,Residential Replacement,4416 NORTH SHORE RD,"REVERIE CONSTRUCTION, LLC",FINALED
DIS19-02356,HURRICANE MICHAEL,ROOF,43488,Hurricane Repairs,508 SEA BREEZE DR,TOOL TIME (RC) PORTABLE BUILDI...,FINALED
DIS19-02357,HURRICANE MICHAEL,ROOF,43488,Hurricane Repairs,3914 DOLPHIN DR,TOOL TIME (RC) PORTABLE BUILDI...,FINALED
DIS19-02358,HURRICANE MICHAEL,ROOF,43488,Hurricane Repairs,7910 HIGH POINT RD,TOOL TIME (RC) PORTABLE BUILDI...,ISSUED
DIS19-02359,HURRICANE MICHAEL,ROOF,43488,REROOF - HURRICANE REPAIRS,516 COLONIAL DR,"BDR HOSPITALITY, LLC",FINALED
DIS19-02360,HURRICANE MICHAEL,INTERIOR,43488,REPAIR  STORM DAMAGE,3420 PICADILLY LN,APEX DISASTER SPECIALISTS,ISSUED
DIS19-02361,HURRICANE MICHAEL,ROOF,43488,Residential Hurricane Repairs,336 35TH CT W,ALL WEATHER ROOFING AND SKYLIG...,FINALED
DIS19-02362,HURRICANE MICHAEL,EXTERIOR,43488,"FACIA, SIDING & DECKING REPAIR",2212 ST ANDREWS BLVD,EMERALD COAST BUILDING INC,ISSUED
DIS19-02363,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43488,INTERIOR,6124 RIVERBROOKE DR,WALTER   406-781-1428,ISSUED
DIS19-02364,HURRICANE MICHAEL,ROOF,43488,Residential Hurricane Repairs,11323 POSTON RD,BURNETTE ROOFING & CONSTRUCTIO...,FINALED
DIS19-02365,HURRICANE MICHAEL,ROOF,43488,COMM ROOF OVER 36SQ,HWY 77 N,OWNER/BUILDER,ISSUED
DIS19-02366,HURRICANE MICHAEL,ROOF,43529,Residential Hurricane Replacem...,4210 FLORENCE TOLSMA,ALDON BOOKHARDT ROOFING INC,FINALED
DIS19-02367,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 45SQ,3162 WOOD VALLEY RD,"BENTLEY ROOFING, L.L.C.",ISSUED
DIS19-02368,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 33 SQ,3526 HWY 390,"BENTLEY ROOFING, L.L.C.",FINALED
DIS19-02369,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 18 SQ,211 SCOOTER DR,"BENTLEY ROOFING, L.L.C.",FINALED
DIS19-02370,HURRICANE MICHAEL,MECHANICAL,43488,REPLACE A/C  UNIT,132 MARGARET CIR,OWNER/BUILDER,ISSUED
DIS19-02371,HURRICANE MICHAEL,ROOF,43488,Residential Hurricane Repairs,4560 SCHOONER LN,CORNERSTONE ROOFING,FINALED
DIS19-02372,HURRICANE MICHAEL,ROOF,43488,REROOF,2228 PRETTY BAYOU ISLAND DR,TOWN AND COUNTRY RESIDENCES IN...,FINALED
DIS19-02373,HURRICANE MICHAEL,ROOF,43488,REROOF -HURRICANE REPAIRS,3785 CEDAR PARK DR,ATLAS ROOFING (CBC),FINALED
DIS19-02374,HURRICANE MICHAEL,ROOF,43488,REROOF -HURRICANE REPAIRS,2536 37TH PZ E,BAKER ROOFING INC,FINALED
DIS19-02375,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 20 SQ,11932 AZALEA ST,Fields Discount Roofing & Cons...,FINALED
DIS19-02376,HURRICANE MICHAEL,ROOF,43488,REROOF,2639 LISENBY AVE,UNIVERSAL CONTRACTING OF FLORI...,FINALED
DIS19-02377,HURRICANE MICHAEL,ROOF,43488,REROOF,10909 SOUTH FORK LP,ELO RESTORATION,FINALED
DIS19-02378,HURRICANE MICHAEL,ROOF,43488,REROOF - HURRICANE REPAIRS,3679 PRESERVE BLVD,"MODERN CONSTRUCTION EXPERTS, L...",FINALED
DIS19-02379,HURRICANE MICHAEL,ROOF,43488,REROOF,7726 MC CANN RD S,ELO RESTORATION,FINALED
DIS19-02380,HURRICANE MICHAEL,ROOF,43488,REROOF,8334 HOLLAND RD S,ELO RESTORATION,FINALED
DIS19-02381,HURRICANE MICHAEL,ROOF,43488,REROOF,119 ROYAL PALM BLVD,ELO RESTORATION,FINALED
DIS19-02382,HURRICANE MICHAEL,ROOF,43731,Roof Over Residential,21214 LAKEVIEW DR S,TREVATHAN CONSTRUCTION COMPANY...,ISSUED
DIS19-02383,HURRICANE MICHAEL,ROOF,43731,Roof Over Residential,21212 LAKEVIEW DR S,TREVATHAN CONSTRUCTION COMPANY...,ISSUED
DIS19-02384,HURRICANE MICHAEL,ROOF,43731,Roof Over Residential,21216 LAKEVIEW DR S,TREVATHAN CONSTRUCTION COMPANY...,ISSUED
DIS19-02385,HURRICANE MICHAEL,ROOF,43725,Residential Roof,2725 PLEASANT OAK CT S,"ABOVE ALL ROOFING CONTRACTOR, ...",FINALED
DIS19-02386,HURRICANE MICHAEL,ROOF,43725,Residential Replacement Roof,2617 CYPRESS ST,"CERTIFIED ROOFING SOLUTIONS , ...",FINALED
DIS19-02387,HURRICANE MICHAEL,ROOF,43725,Residential Replacement,1732 VECUNA CIR,"CERTIFIED ROOFING SOLUTIONS , ...",FINALED
DIS19-02388,HURRICANE MICHAEL,ELECTRICAL,43488,Service Repair,2406 OAKWOOD ST,"RESOTA BEACH ELECTRIC ""LLC""",FINALED
DIS19-02389,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 28SQ,117 LAKERIDGE DR,RENEWPRO INCORPORATION INC.,FINALED
DIS19-02390,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 58SQ,5427 JULIE DR,RENEWPRO INCORPORATION INC.,FINALED
DIS19-02391,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 54 SQ,3422 HILLCREST DR,RENEWPRO INCORPORATION INC.,ISSUED
DIS19-02392,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 19 SQ,4104 MARLIN ST,RENEWPRO INCORPORATION INC.,FINALED
DIS19-02393,HURRICANE MICHAEL,ELECTRICAL,43488,TEMP POWER POLE FOR TRAVEL TRA...,16001 CREEK HAVEN RD,OWNER/BUILDER,FINALED
DIS19-02394,HURRICANE MICHAEL,ELECTRICAL,43488,Temp pole for camper,6002 SHANNON CIR,OWNER/BUILDER,FINALED
DIS19-02395,HURRICANE MICHAEL,ROOF,43488,RES ROOF REPLACEMENT - METAL,4806 HIGH POINT DR,OWNER/BUILDER,ISSUED
DIS19-02396,HURRICANE MICHAEL,ELECTRICAL,43488,Service Repair,8122 BEACH DR,PC Beach Electric LLC,FINALED
DIS19-02397,HURRICANE MICHAEL,ELECTRICAL,43488,Service Repair,5224 LONG JOHN DR,PC Beach Electric LLC,FINALED
DIS19-02398,HURRICANE MICHAEL,ROOF,43488,REPLACEMENT ROOF 18 SQ,3522 GAME FARM RD,HERITAGE CONSTRUCTION & ROOFIN...,FINALED
